Title,Schema and Value Categories
Identifier,5c36a810-4033-437d-af01-3ade820323bc
Modified,2018-11-20T22:04:58

Section,Schema,Description,Ordered
Column.Value,317,21.35,
Column.Value,318,21.36,
Column.Value,319,21.37,
Column.Value,320,21.38,
Column.Value,321,21.39,
Column.Value,322,21.4,
Column.Value,323,21.42,
Column.Value,324,21.43,
Column.Value,325,21.44,
Column.Value,326,21.46,
Column.Value,327,21.47,
Column.Value,328,21.48,
Column.Value,329,21.49,
Column.Value,330,21.5,
Column.Value,331,21.51,
Column.Value,332,21.52,
Column.Value,333,21.53,
Column.Value,334,21.56,
Column.Value,335,21.57,
Column.Value,336,21.59,
Column.Value,337,21.6,
Column.Value,338,21.62,
Column.Value,339,21.66,
Column.Value,340,21.67,
Column.Value,341,21.68,
Column.Value,342,21.69,
Column.Value,343,21.7,
Column.Value,344,21.71,
Column.Value,345,21.74,
Column.Value,346,21.76,
Column.Value,347,21.77,
Column.Value,348,21.79,
Column.Value,349,21.81,
Column.Value,350,21.82,
Column.Value,351,21.83,
Column.Value,352,21.84,
Column.Value,353,21.85,
Column.Value,354,21.86,
Column.Value,355,21.87,
Column.Value,356,21.88,
Column.Value,357,21.9,
Column.Value,358,21.92,
Column.Value,359,21.94,
Column.Value,360,21.95,
Column.Value,361,21.97,
Column.Value,362,21.98,
Column.Value,363,21.99,
Column.Value,364,22.01,
Column.Value,365,22.02,
Column.Value,366,22.04,
Column.Value,367,22.05,
Column.Value,368,22.06,
Column.Value,369,22.07,
Column.Value,370,22.08,
Column.Value,371,22.09,
Column.Value,372,22.12,
Column.Value,373,22.13,
Column.Value,374,22.15,
Column.Value,375,22.16,
Column.Value,376,22.18,
Column.Value,377,22.19,
Column.Value,378,22.2,
Column.Value,379,22.21,
Column.Value,380,22.22,
Column.Value,381,22.23,
Column.Value,382,22.25,
Column.Value,383,22.26,
Column.Value,384,22.28,
Column.Value,385,22.29,
Column.Value,386,22.32,
Column.Value,387,22.33,
Column.Value,388,22.34,
Column.Value,389,22.35,
Column.Value,390,22.36,
Column.Value,391,22.38,
Column.Value,392,22.4,
Column.Value,393,22.41,
Column.Value,394,22.43,
Column.Value,395,22.44,
Column.Value,396,22.45,
Column.Value,397,22.46,
Column.Value,398,22.47,
Column.Value,399,22.48,
Column.Value,400,22.49,
Column.Value,401,22.5,
Column.Value,402,22.51,
Column.Value,403,22.53,
Column.Value,404,22.54,
Column.Value,405,22.55,
Column.Value,406,22.58,
Column.Value,407,22.59,
Column.Value,408,22.6,
Column.Value,409,22.62,
Column.Value,410,22.63,
Column.Value,411,22.66,
Column.Value,412,22.67,
Column.Value,413,22.68,
Column.Value,414,22.7,
Column.Value,415,22.71,
Column.Value,416,22.72,
Column.Value,417,22.73,
Column.Value,418,22.75,
Column.Value,419,22.76,
Column.Value,420,22.78,
Column.Value,421,22.79,
Column.Value,422,22.81,
Column.Value,423,22.82,
Column.Value,424,22.84,
Column.Value,425,22.86,
Column.Value,426,22.87,
Column.Value,427,22.88,
Column.Value,428,22.89,
Column.Value,429,22.9,
Column.Value,430,22.91,
Column.Value,431,22.92,
Column.Value,432,22.94,
Column.Value,433,22.95,
Column.Value,434,22.96,
Column.Value,435,22.97,
Column.Value,436,22.98,
Column.Value,437,22.99,
Column.Value,438,23.0,
Column.Value,439,23.02,
Column.Value,440,23.03,
Column.Value,441,23.04,
Column.Value,442,23.05,
Column.Value,443,23.07,
Column.Value,444,23.09,
Column.Value,445,23.1,
Column.Value,446,23.11,
Column.Value,447,23.12,
Column.Value,448,23.13,
Column.Value,449,23.14,
Column.Value,450,23.16,
Column.Value,451,23.18,
Column.Value,452,23.19,
Column.Value,453,23.21,
Column.Value,454,23.22,
Column.Value,455,23.23,
Column.Value,456,23.24,
Column.Value,457,23.25,
Column.Value,458,23.26,
Column.Value,459,23.28,
Column.Value,460,23.3,
Column.Value,461,23.32,
Column.Value,462,23.33,
Column.Value,463,23.34,
Column.Value,464,23.36,
Column.Value,465,23.37,
Column.Value,466,23.38,
Column.Value,467,23.39,
Column.Value,468,23.4,
Column.Value,469,23.41,
Column.Value,470,23.43,
Column.Value,471,23.46,
Column.Value,472,23.48,
Column.Value,473,23.49,
Column.Value,474,23.5,
Column.Value,475,23.51,
Column.Value,476,23.52,
Column.Value,477,23.53,
Column.Value,478,23.54,
Column.Value,479,23.55,
Column.Value,480,23.56,
Column.Value,481,23.57,
Column.Value,482,23.59,
Column.Value,483,23.6,
Column.Value,484,23.61,
Column.Value,485,23.62,
Column.Value,486,23.63,
Column.Value,487,23.64,
Column.Value,488,23.66,
Column.Value,489,23.67,
Column.Value,490,23.68,
Column.Value,491,23.7,
Column.Value,492,23.72,
Column.Value,493,23.73,
Column.Value,494,23.74,
Column.Value,495,23.75,
Column.Value,496,23.77,
Column.Value,497,23.78,
Column.Value,498,23.79,
Column.Value,499,23.8,
Column.Value,500,23.81,
Column.Value,501,23.82,
Column.Value,502,23.83,
Column.Value,503,23.84,
Column.Value,504,23.85,
Column.Value,505,23.86,
Column.Value,506,23.87,
Column.Value,507,23.89,
Column.Value,508,23.9,
Column.Value,509,23.91,
Column.Value,510,23.92,
Column.Value,511,23.93,
Column.Value,512,23.94,
Column.Value,513,23.95,
Column.Value,514,23.98,
Column.Value,515,23.99,
Column.Value,516,24.0,
Column.Value,517,24.01,
Column.Value,518,24.02,
Column.Value,519,24.05,
Column.Value,520,24.06,
Column.Value,521,24.07,
Column.Value,522,24.08,
Column.Value,523,24.1,
Column.Value,524,24.11,
Column.Value,525,24.12,
Column.Value,526,24.13,
Column.Value,527,24.14,
Column.Value,528,24.15,
Column.Value,529,24.16,
Column.Value,530,24.17,
Column.Value,531,24.19,
Column.Value,532,24.2,
Column.Value,533,24.22,
Column.Value,534,24.24,
Column.Value,535,24.25,
Column.Value,536,24.27,
Column.Value,537,24.29,
Column.Value,538,24.32,
Column.Value,539,24.33,
Column.Value,540,24.34,
Column.Value,541,24.35,
Column.Value,542,24.36,
Column.Value,543,24.37,
Column.Value,544,24.38,
Column.Value,545,24.39,
Column.Value,546,24.4,
Column.Value,547,24.41,
Column.Value,548,24.43,
Column.Value,549,24.44,
Column.Value,550,24.45,
Column.Value,551,24.46,
Column.Value,552,24.48,
Column.Value,553,24.49,
Column.Value,554,24.5,
Column.Value,555,24.51,
Column.Value,556,24.52,
Column.Value,557,24.53,
Column.Value,558,24.54,
Column.Value,559,24.55,
Column.Value,560,24.59,
Column.Value,561,24.62,
Column.Value,562,24.63,
Column.Value,563,24.64,
Column.Value,564,24.65,
Column.Value,565,24.66,
Column.Value,566,24.71,
Column.Value,567,24.73,
Column.Value,568,24.74,
Column.Value,569,24.75,
Column.Value,570,24.77,
Column.Value,571,24.78,
Column.Value,572,24.79,
Column.Value,573,24.8,
Column.Value,574,24.81,
Column.Value,575,24.83,
Column.Value,576,24.84,
Column.Value,577,24.85,
Column.Value,578,24.86,
Column.Value,579,24.87,
Column.Value,580,24.88,
Column.Value,581,24.9,
Column.Value,582,24.91,
Column.Value,583,24.92,
Column.Value,584,24.94,
Column.Value,585,24.96,
Column.Value,586,24.97,
Column.Value,587,24.98,
Column.Value,588,24.99,
Column.Value,589,25.0,
Column.Value,590,25.01,
Column.Value,591,25.03,
Column.Value,592,25.05,
Column.Value,593,25.06,
Column.Value,594,25.07,
Column.Value,595,25.09,
Column.Value,596,25.1,
Column.Value,597,25.11,
Column.Value,598,25.12,
Column.Value,599,25.13,
Column.Value,600,25.15,
Column.Value,601,25.16,
Column.Value,602,25.17,
Column.Value,603,25.18,
Column.Value,604,25.19,
Column.Value,605,25.2,
Column.Value,606,25.21,
Column.Value,607,25.23,
Column.Value,608,25.24,
Column.Value,609,25.25,
Column.Value,610,25.27,
Column.Value,611,25.29,
Column.Value,612,25.3,
Column.Value,613,25.31,
Column.Value,614,25.32,
Column.Value,615,25.33,
Column.Value,616,25.34,
Column.Value,617,25.36,
Column.Value,618,25.39,
Column.Value,619,25.4,
Column.Value,620,25.41,
Column.Value,621,25.43,
Column.Value,622,25.44,
Column.Value,623,25.45,
Column.Value,624,25.46,
Column.Value,625,25.47,
Column.Value,626,25.48,
Column.Value,627,25.49,
Column.Value,628,25.52,
Column.Value,629,25.54,
Column.Value,630,25.55,
Column.Value,631,25.57,
Column.Value,632,25.58,
Column.Value,633,25.59,
Column.Value,634,25.6,
Column.Value,635,25.61,
Column.Value,636,25.62,
Column.Value,637,25.65,
Column.Value,638,25.66,
Column.Value,639,25.67,
Column.Value,640,25.68,
Column.Value,641,25.69,
Column.Value,642,25.71,
Column.Value,643,25.72,
Column.Value,644,25.73,
Column.Value,645,25.74,
Column.Value,646,25.75,
Column.Value,647,25.76,
Column.Value,648,25.77,
Column.Value,649,25.78,
Column.Value,650,25.8,
Column.Value,651,25.82,
Column.Value,652,25.83,
Column.Value,653,25.84,
Column.Value,654,25.86,
Column.Value,655,25.87,
Column.Value,656,25.88,
Column.Value,657,25.89,
Column.Value,658,25.9,
Column.Value,659,25.91,
Column.Value,660,25.92,
Column.Value,661,25.93,
Column.Value,662,25.95,
Column.Value,663,25.98,
Column.Value,664,25.99,
Column.Value,665,26.0,
Column.Value,666,26.01,
Column.Value,667,26.02,
Column.Value,668,26.03,
Column.Value,669,26.04,
Column.Value,670,26.05,
Column.Value,671,26.06,
Column.Value,672,26.07,
Column.Value,673,26.1,
Column.Value,674,26.11,
Column.Value,675,26.12,
Column.Value,676,26.13,
Column.Value,677,26.14,
Column.Value,678,26.16,
Column.Value,679,26.18,
Column.Value,680,26.2,
Column.Value,681,26.21,
Column.Value,682,26.22,
Column.Value,683,26.23,
Column.Value,684,26.24,
Column.Value,685,26.28,
Column.Value,686,26.29,
Column.Value,687,26.31,
Column.Value,688,26.32,
Column.Value,689,26.33,
Column.Value,690,26.34,
Column.Value,691,26.36,
Column.Value,692,26.37,
Column.Value,693,26.38,
Column.Value,694,26.39,
Column.Value,695,26.4,
Column.Value,696,26.41,
Column.Value,697,26.43,
Column.Value,698,26.44,
Column.Value,699,26.45,
Column.Value,700,26.46,
Column.Value,701,26.48,
Column.Value,702,26.49,
Column.Value,703,26.5,
Column.Value,704,26.51,
Column.Value,705,26.52,
Column.Value,706,26.53,
Column.Value,707,26.55,
Column.Value,708,26.56,
Column.Value,709,26.57,
Column.Value,710,26.58,
Column.Value,711,26.59,
Column.Value,712,26.6,
Column.Value,713,26.61,
Column.Value,714,26.62,
Column.Value,715,26.63,
Column.Value,716,26.64,
Column.Value,717,26.66,
Column.Value,718,26.67,
Column.Value,719,26.68,
Column.Value,720,26.69,
Column.Value,721,26.7,
Column.Value,722,26.71,
Column.Value,723,26.73,
Column.Value,724,26.74,
Column.Value,725,26.75,
Column.Value,726,26.76,
Column.Value,727,26.77,
Column.Value,728,26.78,
Column.Value,729,26.79,
Column.Value,730,26.8,
Column.Value,731,26.81,
Column.Value,732,26.82,
Column.Value,733,26.83,
Column.Value,734,26.84,
Column.Value,735,26.87,
Column.Value,736,26.88,
Column.Value,737,26.9,
Column.Value,738,26.92,
Column.Value,739,26.93,
Column.Value,740,26.95,
Column.Value,741,26.96,
Column.Value,742,26.98,
Column.Value,743,26.99,
Column.Value,744,27.0,
Column.Value,745,27.01,
Column.Value,746,27.02,
Column.Value,747,27.03,
Column.Value,748,27.04,
Column.Value,749,27.05,
Column.Value,750,27.06,
Column.Value,751,27.09,
Column.Value,752,27.1,
Column.Value,753,27.11,
Column.Value,754,27.12,
Column.Value,755,27.13,
Column.Value,756,27.14,
Column.Value,757,27.15,
Column.Value,758,27.16,
Column.Value,759,27.17,
Column.Value,760,27.18,
Column.Value,761,27.19,
Column.Value,762,27.2,
Column.Value,763,27.21,
Column.Value,764,27.23,
Column.Value,765,27.25,
Column.Value,766,27.26,
Column.Value,767,27.28,
Column.Value,768,27.29,
Column.Value,769,27.3,
Column.Value,770,27.31,
Column.Value,771,27.32,
Column.Value,772,27.35,
Column.Value,773,27.36,
Column.Value,774,27.38,
Column.Value,775,27.4,
Column.Value,776,27.42,
Column.Value,777,27.43,
Column.Value,778,27.44,
Column.Value,779,27.46,
Column.Value,780,27.47,
Column.Value,781,27.48,
Column.Value,782,27.49,
Column.Value,783,27.5,
Column.Value,784,27.55,
Column.Value,785,27.56,
Column.Value,786,27.57,
Column.Value,787,27.58,
Column.Value,788,27.59,
Column.Value,789,27.6,
Column.Value,790,27.61,
Column.Value,791,27.62,
Column.Value,792,27.63,
Column.Value,793,27.64,
Column.Value,794,27.65,
Column.Value,795,27.66,
Column.Value,796,27.67,
Column.Value,797,27.68,
Column.Value,798,27.7,
Column.Value,799,27.71,
Column.Value,800,27.72,
Column.Value,801,27.74,
Column.Value,802,27.75,
Column.Value,803,27.76,
Column.Value,804,27.77,
Column.Value,805,27.78,
Column.Value,806,27.79,
Column.Value,807,27.8,
Column.Value,808,27.82,
Column.Value,809,27.83,
Column.Value,810,27.85,
Column.Value,811,27.86,
Column.Value,812,27.88,
Column.Value,813,27.89,
Column.Value,814,27.9,
Column.Value,815,27.92,
Column.Value,816,27.94,
Column.Value,817,27.96,
Column.Value,818,27.97,
Column.Value,819,27.98,
Column.Value,820,27.99,
Column.Value,821,28.0,
Column.Value,822,28.01,
Column.Value,823,28.02,
Column.Value,824,28.03,
Column.Value,825,28.04,
Column.Value,826,28.05,
Column.Value,827,28.06,
Column.Value,828,28.07,
Column.Value,829,28.08,
Column.Value,830,28.09,
Column.Value,831,28.1,
Column.Value,832,28.12,
Column.Value,833,28.13,
Column.Value,834,28.14,
Column.Value,835,28.16,
Column.Value,836,28.17,
Column.Value,837,28.19,
Column.Value,838,28.2,
Column.Value,839,28.22,
Column.Value,840,28.23,
Column.Value,841,28.25,
Column.Value,842,28.27,
Column.Value,843,28.28,
Column.Value,844,28.31,
Column.Value,845,28.32,
Column.Value,846,28.34,
Column.Value,847,28.35,
Column.Value,848,28.36,
Column.Value,849,28.41,
Column.Value,850,28.42,
Column.Value,851,28.43,
Column.Value,852,28.44,
Column.Value,853,28.45,
Column.Value,854,28.47,
Column.Value,855,28.48,
Column.Value,856,28.49,
Column.Value,857,28.51,
Column.Value,858,28.52,
Column.Value,859,28.53,
Column.Value,860,28.55,
Column.Value,861,28.56,
Column.Value,862,28.57,
Column.Value,863,28.58,
Column.Value,864,28.59,
Column.Value,865,28.6,
Column.Value,866,28.61,
Column.Value,867,28.62,
Column.Value,868,28.63,
Column.Value,869,28.64,
Column.Value,870,28.66,
Column.Value,871,28.68,
Column.Value,872,28.69,
Column.Value,873,28.7,
Column.Value,874,28.71,
Column.Value,875,28.72,
Column.Value,876,28.73,
Column.Value,877,28.74,
Column.Value,878,28.75,
Column.Value,879,28.76,
Column.Value,880,28.77,
Column.Value,881,28.79,
Column.Value,882,28.82,
Column.Value,883,28.83,
Column.Value,884,28.84,
Column.Value,885,28.85,
Column.Value,886,28.86,
Column.Value,887,28.88,
Column.Value,888,28.89,
Column.Value,889,28.91,
Column.Value,890,28.92,
Column.Value,891,28.93,
Column.Value,892,28.94,
Column.Value,893,28.95,
Column.Value,894,28.97,
Column.Value,895,28.98,
Column.Value,896,28.99,
Column.Value,897,29.0,
Column.Value,898,29.02,
Column.Value,899,29.03,
Column.Value,900,29.06,
Column.Value,901,29.07,
Column.Value,902,29.08,
Column.Value,903,29.09,
Column.Value,904,29.1,
Column.Value,905,29.12,
Column.Value,906,29.13,
Column.Value,907,29.16,
Column.Value,908,29.18,
Column.Value,909,29.19,
Column.Value,910,29.2,
Column.Value,911,29.22,
Column.Value,912,29.23,
Column.Value,913,29.25,
Column.Value,914,29.26,
Column.Value,915,29.27,
Column.Value,916,29.29,
Column.Value,917,29.32,
Column.Value,918,29.33,
Column.Value,919,29.35,
Column.Value,920,29.37,
Column.Value,921,29.38,
Column.Value,922,29.39,
Column.Value,923,29.4,
Column.Value,924,29.41,
Column.Value,925,29.42,
Column.Value,926,29.43,
Column.Value,927,29.44,
Column.Value,928,29.45,
Column.Value,929,29.47,
Column.Value,930,29.49,
Column.Value,931,29.51,
Column.Value,932,29.52,
Column.Value,933,29.53,
Column.Value,934,29.55,
Column.Value,935,29.59,
Column.Value,936,29.62,
Column.Value,937,29.63,
Column.Value,938,29.64,
Column.Value,939,29.65,
Column.Value,940,29.66,
Column.Value,941,29.68,
Column.Value,942,29.69,
Column.Value,943,29.7,
Column.Value,944,29.71,
Column.Value,945,29.72,
Column.Value,946,29.73,
Column.Value,947,29.77,
Column.Value,948,29.78,
Column.Value,949,29.79,
Column.Value,950,29.8,
Column.Value,951,29.81,
Column.Value,952,29.82,
Column.Value,953,29.83,
Column.Value,954,29.84,
Column.Value,955,29.86,
Column.Value,956,29.87,
Column.Value,957,29.88,
Column.Value,958,29.89,
Column.Value,959,29.9,
Column.Value,960,29.92,
Column.Value,961,29.93,
Column.Value,962,29.94,
Column.Value,963,29.95,
Column.Value,964,29.96,
Column.Value,965,29.97,
Column.Value,966,29.98,
Column.Value,967,29.99,
Column.Value,968,30.0,
Column.Value,969,30.01,
Column.Value,970,30.02,
Column.Value,971,30.03,
Column.Value,972,30.04,
Column.Value,973,30.05,
Column.Value,974,30.06,
Column.Value,975,30.07,
Column.Value,976,30.08,
Column.Value,977,30.09,
Column.Value,978,30.1,
Column.Value,979,30.12,
Column.Value,980,30.13,
Column.Value,981,30.16,
Column.Value,982,30.18,
Column.Value,983,30.19,
Column.Value,984,30.2,
Column.Value,985,30.21,
Column.Value,986,30.22,
Column.Value,987,30.23,
Column.Value,988,30.24,
Column.Value,989,30.29,
Column.Value,990,30.3,
Column.Value,991,30.31,
Column.Value,992,30.32,
Column.Value,993,30.34,
Column.Value,994,30.35,
Column.Value,995,30.36,
Column.Value,996,30.37,
Column.Value,997,30.38,
Column.Value,998,30.39,
Column.Value,999,30.4,
Column.Value,1000,30.41,
Column.Value,1001,30.42,
Column.Value,1002,30.43,
Column.Value,1003,30.44,
Column.Value,1004,30.45,
Column.Value,1005,30.46,
Column.Value,1006,30.48,
Column.Value,1007,30.49,
Column.Value,1008,30.52,
Column.Value,1009,30.53,
Column.Value,1010,30.55,
Column.Value,1011,30.56,
Column.Value,1012,30.58,
Column.Value,1013,30.61,
Column.Value,1014,30.62,
Column.Value,1015,30.63,
Column.Value,1016,30.64,
Column.Value,1017,30.65,
Column.Value,1018,30.66,
Column.Value,1019,30.67,
Column.Value,1020,30.7,
Column.Value,1021,30.73,
Column.Value,1022,30.75,
Column.Value,1023,30.76,
Column.Value,1024,30.77,
Column.Value,1025,30.78,
Column.Value,1026,30.8,
Column.Value,1027,30.81,
Column.Value,1028,30.82,
Column.Value,1029,30.83,
Column.Value,1030,30.84,
Column.Value,1031,30.86,
Column.Value,1032,30.88,
Column.Value,1033,30.89,
Column.Value,1034,30.9,
Column.Value,1035,30.91,
Column.Value,1036,30.92,
Column.Value,1037,30.94,
Column.Value,1038,30.96,
Column.Value,1039,30.98,
Column.Value,1040,30.99,
Column.Value,1041,31.0,
Column.Value,1042,31.01,
Column.Value,1043,31.02,
Column.Value,1044,31.04,
Column.Value,1045,31.05,
Column.Value,1046,31.07,
Column.Value,1047,31.08,
Column.Value,1048,31.1,
Column.Value,1049,31.11,
Column.Value,1050,31.13,
Column.Value,1051,31.14,
Column.Value,1052,31.15,
Column.Value,1053,31.16,
Column.Value,1054,31.17,
Column.Value,1055,31.18,
Column.Value,1056,31.21,
Column.Value,1057,31.22,
Column.Value,1058,31.23,
Column.Value,1059,31.24,
Column.Value,1060,31.25,
Column.Value,1061,31.27,
Column.Value,1062,31.28,
Column.Value,1063,31.32,
Column.Value,1064,31.34,
Column.Value,1065,31.35,
Column.Value,1066,31.36,
Column.Value,1067,31.37,
Column.Value,1068,31.39,
Column.Value,1069,31.4,
Column.Value,1070,31.41,
Column.Value,1071,31.42,
Column.Value,1072,31.44,
Column.Value,1073,31.46,
Column.Value,1074,31.47,
Column.Value,1075,31.48,
Column.Value,1076,31.49,
Column.Value,1077,31.5,
Column.Value,1078,31.52,
Column.Value,1079,31.53,
Column.Value,1080,31.54,
Column.Value,1081,31.55,
Column.Value,1082,31.58,
Column.Value,1083,31.6,
Column.Value,1084,31.61,
Column.Value,1085,31.64,
Column.Value,1086,31.65,
Column.Value,1087,31.66,
Column.Value,1088,31.69,
Column.Value,1089,31.7,
Column.Value,1090,31.71,
Column.Value,1091,31.72,
Column.Value,1092,31.73,
